country,elite,sw_f,englang,FLAG_incomplete,z_cs,female,mushyC,mushyR,univcode,SCORE-M,SCORE_MIN,SCORE_MAX,z_cs_new
USA,0,1,01,0,0.121201925,0,,,144,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,198,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,57,1,10,16,-0.015408683
USA,1,1,01,0,0.121201925,0,,,68,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,15,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,5,1,10,16,-0.015408683
USA,1,1,01,0,0.121201925,,,,226,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,218,1,10,16,-0.015408683
USA,1,1,01,0,0.121201925,0,,,165,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,134,1,10,16,-0.015408683
USA,0,1,02,0,0.121201925,0,,,190,1,10,16,-0.015408683
USA,1,1,01,0,0.121201925,0,,,226,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,62,1,10,16,-0.015408683
USA,1,1,01,0,0.121201925,0,,,113,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,33,1,10,16,-0.015408683
USA,1,1,02,0,0.121201925,0,,,30,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,40,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,54,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,121,1,10,16,-0.015408683
USA,1,1,01,0,0.121201925,1,,,113,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,186,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,87,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,202,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,24,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,78,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,87,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,106,1,10,16,-0.015408683
USA,0,1,03,0,0.121201925,0,,,56,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,56,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,141,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,205,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,,,,186,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,5,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,1,,,181,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,166,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,1,,,14,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,62,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,119,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,205,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,152,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,1,,,125,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,5,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,1,,,119,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,99,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,186,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,57,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,212,1,10,16,-0.015408683
USA,1,1,03,0,0.121201925,0,,,68,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,25,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,204,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,43,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,87,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,110,1,10,16,-0.015408683
USA,1,1,01,0,0.121201925,0,,,161,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,142,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,169,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,141,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,21,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,200,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,,,,180,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,1,,,55,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,62,1,10,16,-0.015408683
USA,1,1,01,0,0.121201925,1,,,226,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,58,1,10,16,-0.015408683
USA,0,1,00,0,0.121201925,0,,,184,1,10,16,-0.015408683
USA,1,1,01,0,0.121201925,0,,,139,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,90,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,20,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,218,1,10,16,-0.015408683
USA,0,1,02,0,0.121201925,0,,,34,1,10,16,-0.015408683
USA,0,1,02,0,0.121201925,0,,,78,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,1,,,49,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,1,,,49,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,28,1,10,16,-0.015408683
USA,1,1,01,0,0.121201925,0,,,30,1,10,16,-0.015408683
USA,0,1,03,0,0.121201925,0,,,28,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,134,1,10,16,-0.015408683
USA,0,1,02,0,0.121201925,0,,,41,1,10,16,-0.015408683
USA,1,1,02,0,0.121201925,1,,,113,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,184,1,10,16,-0.015408683
USA,1,1,02,0,0.121201925,0,,,113,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,205,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,105,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,1,,,231,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,86,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,225,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,91,1,10,16,-0.015408683
USA,1,1,01,0,0.121201925,0,,,226,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,121,1,10,16,-0.015408683
USA,1,1,01,0,0.121201925,0,,,113,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,132,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,166,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,8,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,193,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,166,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,225,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,87,1,10,16,-0.015408683
USA,1,1,01,0,0.121201925,1,,,113,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,1,,,74,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,8,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,31,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,1,,,79,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,132,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,168,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,111,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,18,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,218,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,221,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,199,1,10,16,-0.015408683
USA,0,1,00,0,0.121201925,,,,79,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,199,1,10,16,-0.015408683
USA,1,1,01,0,0.121201925,0,,,226,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,143,1,10,16,-0.015408683
USA,0,1,00,0,0.121201925,0,,,25,1,10,16,-0.015408683
USA,0,1,02,0,0.121201925,0,,,211,1,10,16,-0.015408683
USA,0,1,03,0,0.121201925,1,,,90,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,119,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,1,,,57,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,7,1,10,16,-0.015408683
USA,0,1,03,0,0.121201925,1,,,90,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,134,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,1,,,63,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,,,,84,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,227,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,49,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,225,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,54,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,143,1,10,16,-0.015408683
USA,0,1,00,0,0.121201925,0,,,28,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,95,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,1,,,17,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,54,1,10,16,-0.015408683
USA,1,1,01,0,0.121201925,0,,,161,1,10,16,-0.015408683
USA,1,1,01,0,0.121201925,0,,,161,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,120,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,199,1,10,16,-0.015408683
USA,0,1,00,0,0.121201925,0,,,120,1,10,16,-0.015408683
USA,0,1,03,0,0.121201925,0,,,34,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,231,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,200,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,231,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,1,,,56,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,227,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,231,1,10,16,-0.015408683
USA,0,1,00,0,0.121201925,0,,,231,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,1,,,215,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,142,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,228,1,10,16,-0.015408683
USA,0,1,03,0,0.121201925,1,,,225,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,37,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,203,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,166,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,104,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,119,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,227,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,34,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,227,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,86,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,227,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,1,,,156,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,29,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,33,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,110,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,199,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,87,1,10,16,-0.015408683
USA,1,1,01,0,0.121201925,1,,,226,1,10,16,-0.015408683
USA,1,1,01,0,0.121201925,0,,,226,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,171,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,176,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,132,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,95,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,147,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,55,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,54,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,120,1,10,16,-0.015408683
USA,0,1,03,0,0.121201925,0,,,91,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,199,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,110,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,34,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,,,,183,1,10,16,-0.015408683
USA,0,1,02,0,0.121201925,1,,,109,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,145,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,223,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,152,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,119,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,21,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,200,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,43,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,200,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,37,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,199,1,10,16,-0.015408683
USA,0,1,03,0,0.121201925,0,,,198,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,197,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,197,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,57,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,196,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,231,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,1,,,5,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,132,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,195,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,52,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,10,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,,,,58,1,10,16,-0.015408683
USA,0,1,02,0,0.121201925,0,,,195,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,218,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,14,1,10,16,-0.015408683
USA,0,1,00,0,0.121201925,0,,,222,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,77,1,10,16,-0.015408683
USA,1,1,01,0,0.121201925,0,,,226,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,58,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,225,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,116,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,103,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,18,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,29,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,1,,,225,1,10,16,-0.015408683
USA,1,1,03,0,0.121201925,0,,,30,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,218,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,63,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,102,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,33,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,34,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,231,1,10,16,-0.015408683
USA,0,1,02,0,0.121201925,0,,,225,1,10,16,-0.015408683
USA,1,1,01,0,0.121201925,1,,,226,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,166,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,47,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,8,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,57,1,10,16,-0.015408683
USA,0,1,02,0,0.121201925,0,,,148,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,1,,,33,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,74,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,131,1,10,16,-0.015408683
USA,0,1,00,0,0.121201925,1,,,142,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,166,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,176,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,230,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,1,,,21,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,24,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,227,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,24,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,87,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,166,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,167,1,10,16,-0.015408683
USA,1,1,01,0,0.121201925,0,,,226,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,227,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,87,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,155,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,54,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,98,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,27,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,213,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,186,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,140,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,116,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,131,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,214,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,49,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,86,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,9,1,10,16,-0.015408683
USA,1,1,01,0,0.121201925,0,,,226,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,114,1,10,16,-0.015408683
USA,0,1,03,0,0.121201925,,,,19,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,,,,60,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,24,1,10,16,-0.015408683
USA,1,1,01,0,0.121201925,0,,,139,1,10,16,-0.015408683
USA,0,1,02,0,0.121201925,0,,,20,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,132,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,35,1,10,16,-0.015408683
USA,0,1,03,0,0.121201925,,,,58,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,1,,,218,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,205,1,10,16,-0.015408683
USA,0,1,03,0,0.121201925,0,,,203,1,10,16,-0.015408683
USA,1,1,01,0,0.121201925,0,,,226,1,10,16,-0.015408683
USA,0,1,03,0,0.121201925,0,,,57,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,131,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,34,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,131,1,10,16,-0.015408683
USA,1,1,01,0,0.121201925,0,,,30,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,134,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,58,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,203,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,82,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,46,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,56,1,10,16,-0.015408683
USA,1,1,00,0,0.121201925,0,,,226,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,9,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,8,1,10,16,-0.015408683
USA,0,1,00,0,0.121201925,0,,,218,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,204,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,135,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,104,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,211,1,10,16,-0.015408683
USA,0,1,01,0,0.121201925,0,,,210,1,10,16,-0.015408683
Russia,0,19.25925827,,0,0.121201925,0,,0,284,1,10,16,-0.015408683
Russia,0,9.629629135,,0,0.121201925,0,,0,284,1,10,16,-0.015408683
Russia,0,9.629629135,,0,0.121201925,0,,0,290,1,10,16,-0.015408683
Russia,0,9.629629135,,0,0.121201925,0,,1,290,1,10,16,-0.015408683
Russia,0,19.25925827,,0,0.121201925,0,,0,292,1,10,16,-0.015408683
Russia,,9.629629135,,0,0.121201925,,,0,293,1,10,16,-0.015408683
Russia,0,48.14814377,,0,0.121201925,0,,0,297,1,10,16,-0.015408683
Russia,0,44.93827057,,0,0.121201925,0,,0,298,1,10,16,-0.015408683
Russia,0,19.25925827,,0,0.121201925,1,,1,299,1,10,16,-0.015408683
Russia,1,9.629629135,,0,0.121201925,0,,0,303,1,10,16,-0.015408683
Russia,1,19.25925827,,0,0.121201925,0,,1,304,1,10,16,-0.015408683
Russia,1,19.25925827,,0,0.121201925,0,,1,304,1,10,16,-0.015408683
Russia,1,9.629629135,,0,0.121201925,0,,0,307,1,10,16,-0.015408683
Russia,0,18.85714149,,0,0.121201925,0,,0,310,1,10,16,-0.015408683
Russia,1,56.57142639,,0,0.121201925,0,,0,314,1,10,16,-0.015408683
Russia,,56.57142639,,0,0.121201925,,,0,314,1,10,16,-0.015408683
Russia,0,67.40740204,,0,0.121201925,0,,0,316,1,10,16,-0.015408683
India,0,1,,0,0.121201925,1,,,272,1,10,16,-0.015408683
India,1,1,,0,0.121201925,1,,,277,1,10,16,-0.015408683
China,0,15.5,,0,0.121201925,1,0,,233,1,10,16,-0.015408683
China,0,15.5,,0,0.121201925,1,0,,233,1,10,16,-0.015408683
China,1,51.66666794,,0,0.121201925,0,1,,235,1,10,16,-0.015408683
China,1,51.66666794,,0,0.121201925,0,1,,235,1,10,16,-0.015408683
China,0,17.33333397,,0,0.121201925,0,0,,239,1,10,16,-0.015408683
China,0,43.33333206,,0,0.121201925,1,0,,240,1,10,16,-0.015408683
China,0,89.99999237,,0,0.121201925,0,0,,248,1,10,16,-0.015408683
China,1,28.99999809,,0,0.121201925,0,0,,249,1,10,16,-0.015408683
China,,77.33332825,,0,0.121201925,,0,,251,1,10,16,-0.015408683
China,,14.49999905,,0,0.121201925,,1,,253,1,10,16,-0.015408683
China,0,14.49999905,,0,0.121201925,1,0,,253,1,10,16,-0.015408683
China,0,14.49999905,,0,0.121201925,0,0,,254,1,10,16,-0.015408683
China,0,43.49999619,,0,0.121201925,0,0,,254,1,10,16,-0.015408683
China,,43.49999619,,0,0.121201925,,0,,254,1,10,16,-0.015408683
China,0,29.99999809,,0,0.121201925,0,0,,255,1,10,16,-0.015408683
China,0,29.99999809,,0,0.121201925,0,0,,259,1,10,16,-0.015408683
China,0,29.99999809,,0,0.121201925,0,0,,259,1,10,16,-0.015408683
China,0,20,,0,0.121201925,0,0,,260,1,10,16,-0.015408683
China,0,33.33333588,,0,0.121201925,0,0,,262,1,10,16,-0.015408683
China,0,174.9999847,,0,0.121201925,1,0,,264,1,10,16,-0.015408683
China,1,37.5,,0,0.121201925,1,0,,265,1,10,16,-0.015408683
China,1,12.5,,0,0.121201925,1,0,,265,1,10,16,-0.015408683
China,1,12.5,,0,0.121201925,1,0,,265,1,10,16,-0.015408683
China,1,10.33333397,,0,0.121201925,0,0,,267,1,10,16,-0.015408683
China,1,62,,0,0.121201925,0,1,,267,1,10,16,-0.015408683
China,1,62,,0,0.121201925,0,1,,267,1,10,16,-0.015408683
USA,0,1,01,0,-0.021767221,0,,,204,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,54,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,62,0,9,15,-0.165491253
USA,0,1,02,0,-0.021767221,0,,,167,0,9,15,-0.165491253
USA,1,1,02,0,-0.021767221,0,,,30,0,9,15,-0.165491253
USA,0,1,03,0,-0.021767221,1,,,123,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,1,,,134,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,120,0,9,15,-0.165491253
USA,0,1,02,0,-0.021767221,0,,,200,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,1,,,119,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,148,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,1,,,104,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,121,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,148,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,1,,,142,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,119,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,142,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,29,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,163,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,196,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,34,0,9,15,-0.165491253
USA,1,1,01,0,-0.021767221,1,,,30,0,9,15,-0.165491253
USA,1,1,01,0,-0.021767221,0,,,139,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,114,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,1,,,86,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,57,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,19,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,134,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,133,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,120,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,1,,,166,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,116,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,1,,,111,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,133,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,34,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,167,0,9,15,-0.165491253
USA,0,1,02,0,-0.021767221,0,,,54,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,149,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,131,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,131,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,131,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,1,,,133,0,9,15,-0.165491253
USA,0,1,01,0,-0.021767221,0,,,231,0,9,15,-0.165491253
